address,balance,TDR,Wallet_Age(Days),From_Count,To_Count
0x97432c12ea8c957c3ae2d59c9953cf8df9cbc5b0,0.00169,0.073,1350,26,63
0x70b7454d7ba86666e9d29b551f2603a6acc8daac,0.00817,0.204,749,71,29
0xd7b26011e6eb5857a6251da1f77e9f3d8aac4489,0.19547,0.089,1807,26,74
0xaff17968fd266b1cbf69c19b8be90fc167d8d3ef,0.00124,0.021,752,4,9
0x44087c57add67bf4672dd6702869dcf4b97ad850,0.00791,0.36,579,56,44
0x9ae6b470d238a4ab42cac5feb27caa5a19f89510,0.05506,0.047,850,2,32
0xc8d78cd2b119c6ad149bcdf0a297d63ffede1960,0.00067,0.087,285,10,13
0x77d4d7ed546b19077720eda2be8c847a1c358125,0.05509,0.578,517,38,62
0x05f7f81ef8b158be44b96a3a3bd5351bdf28946c,0.35714,0.33,542,36,64
0x5244736b3a8f898149ae33f013126a20ce7abc62,0.01537,0.37,527,37,63
0xce68b1394ed29ecaa6974536244d1d2aad4a2745,1.40201,0.188,774,35,65
0xab3f34994048c2714cf403fdbe38ef8bee79b4bd,0.04717,0.065,752,5,35
0x1c85d6ae1336d0e4e3f165bbfa9641bfa04cedb1,0.01824,0.171,1271,37,63
0x70ddb5abf21202602b57f4860ee1262a594a0086,0.00178,0.187,726,32,68
0x88441dcd4bc985965e69ecf5a454b04dc84ed876,0.11772,0.175,849,56,44
0xb957dccaa1ccfb1eb78b495b499801d591d8a403,2.09911,8.333,635,42,58
0x3da952ccef2b63bf708f7f78a0ed333faa5cdaf7,0.12084,0.08,354,1,27
0x95d8bc3ebcec8a8f2d3bdafe141ea118fbd7ca3f,0.06048,0.061,677,3,30
0x670f2a946f731c6a1aede41f27f2fd4a378abb5d,0.16739,0.125,354,1,26
0xb5b44c678659035cb6ff87e9f1393b54a4d0a335,0.10858,0.11,384,1,26
0x7d55507f7d96b373706c0131fffbc4ffdcb3b6f6,0.00847,0.27,266,20,45
0xb44ac514588be99870220d12120815bc3d349507,0.19352,0.595,1786,2,98
0x245b0a88060d9e992e7950922c86fea91dd40fde,0.10564,0.072,744,14,30
0x0ff9b6ab6ec58ceb6d5ae8a1690dd5a0959ad002,0.00254,0.097,1153,32,68
0x4a27bfd91b30efaf08706d2105e5d8a1ad09ff0c,0.0,0.033,671,4,17
0x1708c67f9d3095c92ddcf92e920f11a0ab64ed53,0.03783,0.694,937,35,65
0xa1118d2663d83857e858f12a9ce29d8faa2ef62f,0.10097,0.19,288,1,28
0x344b1e4ac175f16d3ba40a688ca928e3768e275a,0.00151,0.182,753,37,63
0xcfbf79a75a35baa595b7e0d376c87fa47f6ef3da,0.0,0.0,0,0,0
0x183bdb344a07ee3d27f07ac4799a56e4a2fe5439,0.0936,0.041,867,8,27
0x0426b2f8e43deb95ad7a840f8c2a517ee33c6fb1,0.09163,0.174,288,1,25
0x17ebee050c312567ad0038c0a703779401cb0fe0,0.05481,0.27,726,48,52
0x843146d71d57af0e731f85db1f094643776c8e91,0.01571,0.026,618,5,8
0x281ad9f2138ec59c3a9e7e4c98728c93eed868af,0.00174,0.039,596,8,14
0x608109470afc9857561f9e33a3efbe2547902302,0.07107,0.174,288,1,25
0xdc9c5e34959ec3643af1e1d34a83d6b251aab1ef,0.00282,0.806,842,44,56
0x2a06913d5b8748b222e1236768c24ca19198b374,0.00267,0.358,557,39,61
0x9ba6baa919bac9acd901df3bfde848fe006d3cae,0.00124,1.538,2002,29,71
0xf55c02b021f91752521c0cb74303565f25baccb1,0.07468,0.235,724,44,56
0x40a82a3ac2bb08e82133e25cbc6ca128dc7162aa,0.0928,0.329,507,37,63
0x5acad6e75bf6ddd63ad5d88dbc9852ba401d8d02,0.082,0.174,288,1,25
0x6cd2bbb806b308c9c9792bbb6d803fe8d0eede75,0.00509,0.02,571,3,8
0xccb5d53c4721c008a65cc02f5df10a9ce67c6044,0.09787,0.168,288,1,24
0x078ad5270b0240d8529f600f35a271fc6e2b2bd8,0.00677,0.769,633,48,52
0xbd2a18df237c018e856dc88c720f9d99d82b086d,0.01134,1.818,746,9,91
0x1982bd37e91fd7a8c88805e9a7aa009fa804b1f9,0.00872,0.69,678,28,72
0x328adb38154da8f93ce0ffc47c26055e1975299b,0.03112,0.198,687,36,64
0x9261fb273d1accbe2f15df1c254e7fcc971468ac,0.0,0.149,106,5,9
0x71c9137eb29ce52e7bdab9ee5cac25208f910665,0.00913,0.0,0,0,0
0xf5fe364d18f4a5a53badce9a046ba74cfc97f6fb,0.12089,0.119,1776,42,58
0x856dc4a12f08afa49f42b52f81769a96505f312c,0.0016,0.327,664,38,62
0x32791bbc7ddc9d0e6bd914f3b7f73747132a3a5b,0.08833,0.213,762,45,55
0xc56618e14dc795d0a3aef77cfc9f3b1dba2514c6,0.00979,0.222,163,5,13
0x44091c26a36c2a08b7e6e9a288136fdee3b05674,0.00366,0.0,0,0,0
0xbda0136ea391e24a938793972726f8763150c7c3,0.00173,0.156,753,30,69
0x7683c36e3067ad69e2ac06ddb21250eaf4e4ffed,0.04007,0.023,443,1,9
0xdd7724eff52c6ec5f2f7649eadd5025d890b3690,0.00261,0.221,719,48,52
0x50e70c43a5dd812e2309eacea61348041011b4ba,0.00034,0.0,0,0,0
0x71213a9c9504e406d3242436a4bf69c6bfe74461,0.02707,0.37,587,43,57
0x8f2a0c6bdd5c1f61552558d2c0d2afe6d3dc5272,0.02206,0.4,557,46,54
0x707d306714ff28560f32bf9dae973bd33cd851c5,0.00207,0.116,685,11,55
0x7558899d8109d8a2ce457837ade56c3d6ebfe90d,0.04614,0.119,1595,29,71
0x09ad31043b0b939576d5206b064ca1807c4160fd,0.00358,0.206,223,29,12
0xc97370f22ed5ac4c7b24a8e1ca9d81febb3b9457,0.0021,0.14,689,13,67
0x48a9789428f2067338d02b1ef3612df64f05feb7,1.7411,1.176,2113,4,96
0x1b5b4fcedf1252cd92496a2fd5c593b39ac49b01,0.00125,0.12,709,16,55
0x1aaed39ffb89233d990d22c3410039e85721fbc1,0.01165,0.096,294,8,18
0x8200d84590eceb10c6471268930e2924f34e3d69,0.04735,0.0,0,0,0
0x3399a3fedb73354c26883ae11c2c8d1941926289,0.02904,0.042,648,14,12
0x2d5823e8e8b4dfbf599a97566ff2a121cc141d60,0.00149,0.134,685,25,51
0x0516cf37b67235e07af38ad8e388d0e68089b0f2,0.00212,0.079,655,9,41
0x7f85cf44e446a4b1aace2a28774e88cd6d4e3441,0.0227,5.263,958,51,49
0x63bab39b89a156cc528b374c0109b77b4e343b53,0.00217,0.519,177,32,48
0x631ab8eb40588543df900263f864b6376d56a587,0.07708,0.238,688,34,66
0xc5afc3a0f462c5a387393421b6a253204a3be8d2,0.24167,0.047,1865,34,53
0xf20772b296bd6404ce845e966f46cd6be8fa384b,0.00092,0.061,170,3,6
0xbc9a6ea3e32b05e87f3e3e0ddbb23fc0c62c61f3,0.00125,0.01,482,2,2
0x29ee39be789ada5cbb2051f4bdd70dd735aed7d0,0.01719,0.332,557,38,62
0xfa6e906dd9084d50be4b0e6ac13ef5b7186362e2,0.03261,0.37,477,30,70
0xdaabbb932725cc1b3ca487ee174b59cbd6b0ec98,0.13473,1.408,1773,1,99
0x76ac6ad4e4e7c2e0b4ceeb30745bd53df3a85774,0.00136,0.102,678,12,45
0x37b1884205cc47c2bf5cf5a0248946c4c0c85724,1.55151,0.27,1235,40,60
0x49087eb6f9529eb02a508fb820d7b4d0b52e4881,0.00299,0.317,682,45,55
0x5ec17bcf1fb27dbc92e1a6389d9e127a61fae8b9,0.1629,0.025,1564,21,17
0x7a3bdee62dd34fac317ae61cd8b3ba7c27ada145,0.00074,0.1,655,11,43
0x668fab5429f363f87c17b1d9f7eada702cadae1f,0.02932,0.194,655,37,63
0x5574d6f75a59945a3d2e056d048816e11ce12bf8,0.59576,0.189,766,45,55
0xf094c2406f91e946d8c4757a2f8c00d9ec4d703e,0.00057,0.027,482,3,9
0x972a8b7d891b88220780421fe4d11f174354ceed,0.00151,0.106,655,18,39
0xc1519857d37ba893680372b9299e4957bce800ab,0.00721,0.0,0,0,0
0x696d181a7961ee66c42f1ebeddc0b48b106c45ad,0.0349,0.49,918,52,48
0xad928e545cf5598802b3c601e04b0cfe6bf6351c,0.01784,0.31,637,48,52
0x1b9da462d07512fa37021973d853b59debb761dd,0.00122,0.136,647,17,55
0x00432772ed25d4eb3c6eb26dc461239b35cf8760,0.00209,0.111,678,14,48
0x14d607c20ff934b0d895577c6e80ab0cd6a8b322,0.01064,0.408,403,44,56
0x8d4fcf8170a20ccc91fab546ee57bd01c930e608,0.23738,0.735,1942,13,87
0x981cac16246d9641be07bba6e19e304b74b173bc,0.00239,0.422,701,54,46
0x7b0b35b416631f05f321fe74990817dca81cabde,0.39453,0.375,1904,36,64
0x3dbadc86d19416ec16d81aa07ff2609e6241e7e9,0.02444,0.253,808,53,47
0x95f50cf888dfec90321dc376c1e695f15b081595,0.00585,0.076,1805,53,47
0x35e6fc00e3f190a8dfe15faa219368a01028ec14,0.00222,0.084,655,5,40
0xc1da4cb564110e85399d4e8e311a818ff885c18c,0.0,0.0,0,0,0
0xe12305a06ecfc570c4e9ee664fb7e22901b3b842,0.0,1.0,426,0,1
0x6394e71bc502010b60377c92c901c2cbc2dcd175,0.011,0.095,139,2,4
0x24a000804704b9557466382a806b6baa31cf574c,0.02808,0.325,1391,34,66
0x613e052555ac74ff6af0fc64e40e8035c1e9dcf8,9e-05,0.301,389,54,38
0xb4dc4c7460c58e7652cd615675a1f707ebb67e9a,0.20625,3.448,890,25,75
0x022111936500251ea358a98cbb158d77580efb42,0.03531,0.316,308,45,47
0x37ea22d0f551aa66d54605592b672f385b713dc4,0.00446,0.541,1937,17,83
0xc077c537727b07a6521332da75fa8966192f425d,0.10716,0.144,491,22,41
0xfc32afc3b324b45323a77785f63a2c7108b04200,0.39618,1.0,147,0,1
0xcf603a4b0d42337dd9fde4998c092adc9c6c7fdb,0.13096,0.361,940,52,48
0x529408a6962bae6ca5328874d633738116b89b05,0.01821,0.917,610,50,50
0x5b47ce248ea313841668a318afb9a5597d5efc23,0.26434,0.224,930,51,49
0x5a0fd2d11f8b8c7c281efbf69519393e076ab416,0.0,0.058,205,1,3
0x75fd2bea5c16f587565770250d638d967f982953,0.58327,0.524,559,48,52
0xdba62cba66bf4296208552d0495a0f05fed4214d,0.00176,0.0,0,0,0
0x98289029b0d4bb73ead9eb1a3300ed724fcf6779,0.10467,0.251,482,38,62
0x2929b126f3176d3fa3ff30c4eb7de604192ec840,0.00301,0.013,483,2,2
0x938a49e24fd7a26149dd537019078d8a8f919290,0.80905,0.524,478,46,54
0xbaa32387bd55553ec806622d524b12bbb8242a19,0.2397,0.126,2048,32,68
0xbc72198d65075fdad2ca7b8db79eff5b51c8b30d,0.00178,0.239,721,38,62
0x529b59fbbf22b999c23fefbbed364feee3c12ba1,0.02161,0.076,691,29,22
0x4680c9038bd1ace31d21441c609d58103491a73e,0.01829,0.187,249,7,18
0x7324569e024192bbd12de41130029711f79315c3,0.02392,0.169,288,12,17
0xa74cb71969c6476ec42b6fc740d9ce2a496afd5b,0.05554,0.073,169,2,10
0xbb0244016a4dcb20c499b50e740083cfbb6c2f78,0.00093,0.575,556,47,53
0x4f0347b0ed538544db7323bfb7536ff07b7915f1,0.02404,0.08,559,19,25
0x5e0ad0493903459f8f6d75d412eaca6d94a691b3,0.14262,0.113,272,2,12
0x764f1ea61f86c911dabd48d8a050a7acbb35dd33,0.00126,0.042,440,7,6
0x8d07d225a769b7af3a923481e1fdf49180e6a265,0.57252,1.031,1137,55,45
0x13e35b33b929bd96a004ea88d1fec552b205a23b,0.47065,0.369,480,37,63
0x4872a286645a3733daff9abc1d196fd4704b5c9b,0.09794,3.448,159,42,58
0x5ff817a31c03828c9f8995fc8b70b2eab5e59acc,0.02943,0.333,416,39,61
0x93442eb8f90330704cfb2ba5da88d6bdddae6aa9,0.39815,0.31,742,44,56
0x2744a205b3a599508295e53d0290b949104d57f4,0.05883,0.372,480,34,66
0x908e8e8084d660f8f9054aa8ad1b31380d04b08f,0.24333,1.111,1929,1,99
0x37d2445fdf9b83b58392dadc9cc29100c263b505,0.00272,0.158,248,14,18
0xc309e2fbdcf9ded01452442307074ee2ca93d446,0.00063,0.041,616,5,15
0x2dabd1c849b5adc1fb421e043ba53be6bb2aec62,0.01122,0.132,209,13,14
0xd3d0e2141c998e64c1c7e2435064bb9785e8db24,0.01221,0.05,746,8,22
0x33231c4171e4d6a864c05b6db61467ec2424efa5,0.08812,0.232,636,34,66
0xcd790d0813bef3add5ddc1ae5589d3a9b526cadf,2.23237,2.381,553,45,55
0xd6eff8f07caf3443a1178407d3de4129149d6ef6,0.00888,0.288,1477,53,47
0x48fae920b92b9408f88619ff5c217ecebaf563b8,0.20645,0.029,1528,18,26
0x15fab1cc5262d69853b1196f74d38c7fc96fc6d7,0.01317,0.197,870,42,58
0x4fb63d01dc521fceeabac44e57bc675077656deb,0.00511,0.312,290,29,54
0x46331769a8a01947e07c310704893076a3409d36,0.37497,0.952,994,31,69
0x3c6e78a279ca78088a939d80968feffcd517190a,0.05255,0.189,801,44,56
0xbcd8fc34307cc53755b6082c41b6ba643fbc6f99,0.19307,0.135,763,36,56
0x36d9b6a89196042b5450b4687aa7c5c315c22aa9,0.02861,0.189,178,12,18
0x1f2910331d564341ba9a9762f2b7eca182230b2f,0.00932,0.155,522,22,55
0x79ccedbefbfe6c95570d85e65f8b0ac0d6bd017b,0.00104,0.085,564,6,32
0x736ed70a9059978a9c7733cd65e780f0c7bd162c,0.01001,0.105,886,31,57
0xcd0b67a61e5e8f4616c19e421e929813b6d947df,0.01752,0.187,750,36,64
0x119383b0051e920d6161cee971247d625b8d69cb,0.00149,0.088,526,5,31
0x54ead1d36a2752d6ce8697dbcdb26040b63c402b,0.04927,0.203,249,10,17
0xbd1f7d88c76a86c60d41bddd4819fae404e7151e,9.04882,0.513,1337,35,65
0xc83c3b46d8e622b9c7b540872c6af8636ddc1d17,0.16715,0.222,671,37,63
0x32a59b87352e980dd6ab1baf462696d28e63525d,0.13275,0.303,1912,23,77
0xfa778a2bd937a8e17ea0ea15f9c1a3e97d81ade1,0.00081,0.041,1341,13,41
0xfdab3be33284ef68442f55535ffc0b1fcbad2b62,0.03345,0.098,1401,46,54
0x770bebe5946907cee4dfe004f1648ac435a9d5bb,0.00262,0.077,522,3,28
0xba8765802198e5c19f2ba8fe9b0da2b225927aaf,0.05229,0.952,1013,44,56
0x77c9e49073d9830723195f3788570c2c36c97688,0.24729,0.26,683,37,63
0x7da0e97cb78832463914392b5d414c1befa1fb01,0.02287,0.295,728,40,60
0x247e0896706bb09245549e476257a0a1129db418,0.00019,0.33,479,55,45
0x40de3299bd8a10d8ac3f32c1a55de40640cf9b75,0.00505,0.112,492,20,32
0xa8293dd8eb52564a35b8357a539146321b934153,0.09185,0.225,714,41,59
0xf84c58dc674b8f29f3d5b56f561817e3920f9a63,0.0151,0.139,378,22,28
0x515fad9044494cd323b211c2f1eec80c1098f4f2,0.06111,0.238,500,33,67
0x385a3911ff5b1f4ce3fefe3b430edf5792fd4044,0.01235,0.055,746,10,23
0x31a406efbd18897c85a028ca2ad9bbf06febaa2c,0.02621,0.33,472,46,54
0x265445e894efab864663c64a62c1555084fdf94c,0.01443,0.05,746,8,22
0x026b9a9c57734558ee78e1561049b6b548733395,0.0,0.0,0,0,0
0xfbf0736eb2ac1c4bb0193ae54c53e182b18037fc,0.05379,0.38,349,38,62
0x021c5536bd60bce9f15fb0e32746e332e3fbfaf4,0.0,0.0,0,0,0
0xa4b2c652b4052729ab35f6a6ffc0c22bad7bdba8,0.58227,0.163,763,42,58
0x7d9a6083bd1a89115782bbe602088e10a5dd01a6,0.01902,0.047,159,1,3
0xd2b2f14e25ccf9e7d62611586c2fee55bd96436a,0.00388,0.293,681,51,49
0x7c8b82d1677a198cb14331be465766fbbd836e7f,3.01116,0.047,537,9,16
0x95e9ffc26cb33fa701a56862cd6e2b4c96cb444e,0.0257,0.789,143,16,29
0x3eb72a65f9322d3f30167cff9fc9fcbb23d61cfd,0.02223,0.244,809,44,56
0x085ed975a8b6b860de3c2b871da60a3f9f48a5b8,0.16334,0.131,714,33,57
0x096edfe03c04d91d1f297662092ac1b336e6d427,1.43486,0.5,880,48,52
0x416365993481e52e0472e7417656276d4e147a00,0.00806,0.26,732,36,64
0xa24a81bcebbeeb8e6687babf99bb4d0f72c22af5,0.04242,0.198,518,32,67
0x347bb83e4ab465c8c6b7afab3beb373410a9cae2,0.25795,1.031,303,36,64
0x33482803274c5e08661843636dcee8e9a68c7252,0.25527,1.136,295,36,64
0xea5bbad59c45a02ac0b0f48c9b4b7ccbccd73c36,0.06001,0.159,407,15,48
0x9744ab296781536b76a12ad6d48baba814b866e7,0.00127,0.0,0,0,0
0x9e73201903164d3b476505f3c54f86cdcd4010df,0.42149,0.704,295,36,64
0x26871b48edad35f81901ab9002e656e594397e7d,0.00298,0.088,543,20,22
0x0585c0d0aedf071a07992ad650bdc047cef0c04f,0.42254,0.704,295,36,64
0xc3d6f21c79c2567a1858d8b93a4edbd9db399d9d,0.08314,3.0,42,1,2
0x427a33234faacb6b3acd1a5a27d9f8bec358e3c9,0.00975,0.042,204,2,5
0x4e70bd663b20bb64db6172f5c871bd41c1cc7298,0.14056,0.168,763,47,53
0x8c57d1fab10d4b78f49ef5c6abaeb76a63710f61,0.11372,0.17,891,44,56
0x382cab376440f92d4943f8b47dd45645cf98be0c,0.035,0.086,1680,38,62
0xc4916b8a736db8b9819ccc4729240f1d8a88c5f6,0.00024,0.12,481,19,37
0x4aef8b6ca98ca20087e6b0827a50868172a32afd,0.00058,0.087,519,4,31
0x69389398e4d903b02010e20d308ee58ea8d6d714,0.45087,0.704,295,36,64
0xc85fcc44005a1d24142c6b347a0256b5e9306c10,0.03722,0.147,1847,8,92
0xfbe6915fb22dfe6b42a7c50b43b45bf692681e5d,0.42461,0.704,295,36,64
0x99d305dfc38cefa91cb1129387681ede4c93e87d,0.38939,0.704,295,36,64
0x03894d4ac41dd6c4c2f524ed4417c90fa46972c6,1.02198,0.855,879,49,51
0x9fd9bb687696f19038892989876bd6dc96abd769,0.42256,0.704,295,34,66
0x82e88356396eb8d4645dc09dfd2c5821b5f88fbe,0.00844,0.042,1440,23,36
0x949ad06a4c904cd0b31ae2f56aae0ec68c16ccac,0.42392,0.704,295,35,65
0x4cb75146e98562c9d79b31649c6c739e4dcb7cd5,1.10609,0.699,363,52,48
0xd08da3621a547d7d7cb07425e6aa6679c566e40f,0.0185,0.588,230,49,51
0x59d6779eca6c91ed7679e261b54299b5155eadf0,0.08694,0.73,793,45,55
0x14efca67ed15d631ee4d095512709cd1d2ae87a2,0.0104,0.127,212,9,17
0x9e988bf30fa85c5ee2ceac5c13c95357cd35d0f3,0.74558,0.14,623,39,46
0x12aeebbcbf40d4ef264761d1eee553d4920ba7f1,0.00099,0.263,170,3,7
0xffe7729b1eab35aa37c4486c8fc9f576d4cc1603,0.00575,0.033,746,6,14
0x2951b1f7058bd2c05f01954002c450bac0873847,0.76942,2.703,1041,57,43
0x787c8be38e968bd0b41eaabe0b69d1c32ea09262,0.00192,0.092,519,6,31
0xb5d31e8512d1d0b048da53832a36d56fb200ca3d,0.02252,0.019,556,2,8
0xf9e6b5549d62f304812debf43e718d502d7d3726,0.00487,0.032,685,4,13
0xab884368ab49d771cccdc3f5c9ff682767e450d1,0.02642,0.206,508,34,60
0xcc459846ff7587a972caeff28315c8d20390c4bd,0.00469,0.263,520,46,54
0x2886ca3e09863f795b273d074850b0b07afe222a,4e-05,0.037,686,5,15
0x3ab6d39846b06d6d8f41a61f6571dbab8e187910,0.00521,0.032,685,4,13
0x72ddddaf0ac801649222d7eb2fccbca359f7a819,0.01698,0.083,329,2,13
0x1c05decb151a459e8b045a93f472d1b238204094,0.02669,0.61,400,46,54
0x49084125e425ed84a81e97f866043ba413e959b9,0.22871,2.703,987,40,60
0xa97d4048b71975a475766e8278dcd2da1e8674fa,0.017,0.369,471,41,59
0x38b02f720416d170ab5f83ee4990402820a69019,0.01011,0.037,688,5,15
0xf4e5cfcd4cd9ef4186b3ada87835d3ab36c5942b,4e-05,0.033,746,4,16
0x521b0fef9cdcf250abaf8e7bc798cbe13fa98692,0.32405,0.69,1955,46,54
0x894c933c4113fa86a84262f12610d4e8266e9194,0.01562,0.549,349,46,54
0x947b7742c403f20e5faccdac5e092c943e7d0277,8.93053,0.415,787,48,52
0x64b5f9dd6f23269b966a4c3717e150a6dd264851,0.0323,0.293,690,44,56
0xf85d965e9fd4607b000110253214f49231f0031a,0.05417,0.418,519,53,47
0x6cc1a726e7f9f3bc5046ad7225a7f5a7280a9415,2.00662,0.065,1831,33,67
0xcd75942b66c1a82d7e04f65a34ce7f93791fa8a8,0.02845,0.308,671,40,60
0x11c25599461c850f7720dd562e9be0a9eb6e99aa,0.01353,0.037,686,5,15
0xa0164833c956f812294fe624e08c17bab439dadb,0.03237,0.037,975,17,18
0xcc2005844aeabbd4d663f7c45c9bd1369eb062b3,0.02131,2.5,234,42,58
0x034de217b44fe8f4c4088400448bdd917cb86d84,0.00164,0.0,0,0,0
0x8adfc6e6e6da6ed9af7f094b3f3115ed72048395,0.24135,1.351,555,53,47
0xf99b49202f457eede7c2afda05d865dc9034c506,0.00869,0.033,746,4,16
0xa6bd9208a37c4c4d20cd9512d47dba5553bfbf96,0.00118,0.0,0,0,0
0xbde8d3ef66ea8a6c38024615e0117c4d7b3d5cd9,0.00734,0.204,874,50,50
0xd57e9df75381553ce9c154712ac7f73eb206bd63,0.62012,0.108,694,14,54
0xb07c0772dea1557c2836c7e263bb795dbd6cca4a,0.00161,0.0,0,0,0
0x4ada1b9d9fe28abd9585f58cfeed2169a39e1c6b,0.00137,0.242,1731,27,73
0xdbd6483e67c51cce92d1aebe6568a8159c175d8d,0.00164,0.0,0,0,0
0x7e092225fd5b125b0fd15c09650562cd19e70689,0.00161,0.0,0,0,0
0x75a256dffdd2ade70ace4a034144c2a8c41a1213,0.00164,0.0,0,0,0
0xded031e7490a814964c6e97517a0bed948a30049,0.00161,0.0,0,0,0
0xa43b33e226e8a1463cc5bf7f035d9fc1b277bd3d,0.0019,0.038,746,6,17
0x7e84ff0c73cb66803b1bcaea3b47764ac7a03e5c,0.00153,0.0,0,0,0
0x752811fb9514026e384062ca46e8e0b09e505e31,0.00164,0.0,0,0,0
0x91f7c7dc5a44276482c102178fe1d620b397c276,0.02691,0.213,784,39,61
0x4a05853f3b4b55b9752bcad92b6a8855bd9cc304,0.00164,0.0,0,0,0
0x4d40a5c183551dfb601c4b4518b0e0c686a95dbb,0.00161,0.0,0,0,0
0x4f55ecbeedf6cffbb9cf48a84225da242b2f160d,0.00161,0.0,0,0,0
0x4928bf2ceed277d29743984f38e84c0841998528,0.00164,0.0,0,0,0
0xf3998b1c695d2f9d6ae148043ccf9a5f2b478d3a,0.00161,0.0,0,0,0
0x6b87616d8fe9eb216975d464f13a82f72114af2f,0.04368,0.115,923,36,64
0xef8305e140ac520225daf050e2f71d5fbcc543e7,0.12257,0.667,1258,43,57
0x09c7912cf36a0c40854eb842fd2ad81db3447740,0.00161,0.0,0,0,0
0x9d46f85335fa2849763f0028ef0702b0fc4c96a0,0.00164,0.0,0,0,0
0x4547efb10d0b10fb95d84792e0fc9703eed3a59e,0.00161,0.0,0,0,0
0xd314cb3388d80236ac7111be118f86d8558de8b5,1.00533,0.301,682,46,54
0x6d78a8d90cd4cf49d1735714c327014b8e077fce,0.00161,0.0,0,0,0
0x0f9484d95ce12b2a1965324e770251feb89d09f6,0.00164,0.0,0,0,0
0x335d2d954cec61cb4673780300d890340a29dd99,0.01672,0.202,813,42,58
0x762270f1ffc45cf42a12c8fc157509eb983329ac,0.00161,0.0,0,0,0
0x5f3bc93440f25bdacedad1fad047847edf071f4b,0.00161,0.0,0,0,0
0x10cfe51de1c18e361ce614a876189229809f9fc5,0.00164,0.0,0,0,0
0x5efa63d81ee2c9c487f4c0146021085882a7951c,0.00153,0.0,0,0,0
0xc290cfb8d020c0615e9c63036f4319cc41717e68,0.06119,0.313,827,33,67
0x17e70c83f2d9b6d9fb067c72428afc2b7ee7dcd0,0.00151,0.0,0,0,0
0x70a4e88ccf1376145071d097bca031310b44bb46,0.00164,0.0,0,0,0
0x4a874f678149d884931943b7af16d9fe18514880,0.00153,0.0,0,0,0
0xdc439408dfbd9987c22cb3e6397a4c6ea697747d,0.00161,0.0,0,0,0
