address,balance,Days_held,Amount_Received(OP),Amount_Sold(OP),percentage_spent,TDR,Wallet_Age(Days),From_Count,To_Count,Past_participant
0xfe7c8b408fb0ecf3d678309c9dc3cf9b65819b41,0.00241,0,6.305629141594004,10.845217,100.0,2.273,141,47,53,False
0xb682326f04b42c652ed730b738d52f5d4d2dc342,0.00214,68,3.249758580275361,2.249780097987177,69.23,0.531,113,29,31,False
0xca4e189f86b14cf687d8dce07ff8d6513d7c308e,0.00028,68,6.199681185177502,0.0,0.0,5.263,158,49,51,False
0x386217dc3263eee1ed470a2ac7a5b154141a24b4,0.00212,54,7.846635273962621,10.226635273962621,100.0,0.654,95,27,26,False
0x2c625eb40187569f76505e57068b01a3034d7172,0.00279,68,4.624278141716824,0.0,0.0,0.683,132,39,45,False
0x387bb7ce8515f3f54f1c37cbde239ef178eff981,0.10011,0,4.064337919505932,4.064699999946908,100.0,0.053,322,8,9,True
0x959acd60edd1c7eea9bd2837f90912e59b5afe35,0.0001,18,157.67940592294718,157.67940592294718,100.0,0.111,68,1,1,False
0xa6baf8b3a7ac6c9e79cb3d107945ab22a382c7c5,0.00506,17,9.095108928022992,9.095108928022993,100.0,0.099,383,15,18,False
0x16c44392dfbcdc15d6dd3dc34c2e3b9f5d692dc4,0.0283,68,3.708982899332512,0.0,0.0,1.347,117,31,35,False
0x116df9e42c8c51c4a0a3fc26fb2b8db8669c3315,0.0007,2,3.570833767999179,5.0,100.0,0.646,139,35,38,False
0x72db50faac011778bb69822d0ea54883278a9b84,0.00489,16,9.4379029736676,11.560222430986094,100.0,0.112,382,18,19,False
0x8d5c2f985436ab86a7c7c2a12eb5ad01a8664d1e,0.00116,0,5.44099741571917,5.44099741571917,100.0,4.167,161,44,56,False
0x9369534a0883ac9f4ff2c5f799a8d33836094c78,0.00063,50,3.2562401177459432,1413.8883,100.0,0.59,96,22,24,False
0xca68e56eb4be14c51bf4dab8693b463444f77444,6e-05,68,3.402828409500384,0.0,0.0,0.962,147,38,38,False
0xbca5a81c93d10b5c639498b80a4dcc07e6e3df5e,0.00297,17,7.956879959531409,7.956879959531408,100.0,0.114,383,17,21,False
0x089ffdde1f37b0f377b29be06f4dc9f8c75d75d6,0.00402,3,30.07266332411669,30.464605997176935,100.0,0.334,459,33,67,True
0xfca3660ec168a9a0e90eeeb0e2e42de69dddbd9a,0.0073,6,11.154132076818012,13.695645,100.0,0.87,236,50,50,False
0x690edd419bd643abde527adb63c9bb8e967a266b,1e-05,2,8.387907605330035,16.629457605330035,100.0,12.5,101,46,54,False
0xa9cefffc184cfe4fa75ca137721bd9d4863855d1,0.01572,68,4.485984798893408,0.0,0.0,0.073,522,16,22,True
0xf17e6b621861990f096b60172b3d700fa9ccec85,0.09252,68,31.513397726346543,0.0,0.0,0.194,327,21,34,True
0x7c41865f33dab5ea2cf436b5db167aa5a3bba4ab,0.01025,68,256.5664922426159,0.0,0.0,0.08,495,14,20,True
0x7e84a1286a6257581ba1702eef76a38cd01354ca,0.00904,68,4.494562976224062,0.0,0.0,0.831,98,23,26,False
0xb20409312c845597f8f8fe017003d62f3b688f28,0.00937,68,3.919536452788005,0.0,0.0,0.379,199,24,31,False
0x6fb8f81124dd717a4e2b376b203f416d4adf3584,0.00097,0,44.00451544354412,44.00451544354412,100.0,0.431,519,42,58,True
0x112dd0b738ace04ddfb509ac60a84d325809a317,0.00894,68,7.472691190324009,0.001,0.01,0.22,435,43,51,False
0x4a6b9b7813b1d5af4963cf24bf037d9b5281918a,0.00044,51,3.366282076405483,998.376682,100.0,0.49,98,23,24,False
0x4ab78a50b8f9f4902156a22b83b6155313cb9782,0.00238,0,3.8388560258346,3.8634162986628398,100.0,1.477,113,29,36,False
0xc12a2dfee2859424e9318afdbf1dfbdf043ed32a,0.06895,68,87.19386987842286,0.0,0.0,0.016,321,0,4,True
0xdc7b168948e8410fa62e6c6e678b9666654d6695,0.01078,68,7.663594501825486,0.0,0.0,0.024,359,2,5,True
0xafdaf2f41a6fc5b7134ae03da8ee4148ad4a3cce,0.00939,68,6.155087810779872,0.0,0.0,1.613,155,44,56,False
0x493122d3a5485fd14fb6b24aa58da9698873f58d,0.03916,68,71.06582320302819,8.75455764574291,12.32,0.368,477,44,56,True
0x0f6524ebc56c0cbc2f4d09c14e2a6dd1f58ae969,0.00108,68,4.434522793058945,0.01,0.23,0.605,210,45,50,False
0x3a1b3337d8c876735de68eb33f33e87b3f69eb29,0.00978,68,4.989564009282649,4.0,80.17,20.0,136,46,54,False
0x2955749499c9e671d66c72c67384b44020f88677,0.00065,68,2.9957620400877283,1.0,33.38,0.723,134,33,35,False
0xc9a7d077cb62b563af5647d48c9a72fd3651d67a,0.00121,68,3.25745010916647,2.2887846075655096,70.26,0.867,146,36,42,False
0x427eb6bdfaa41a1fc0aa12158a6950e2b6831658,0.0045,68,3.913603277956877,0.16,4.09,0.793,119,46,42,False
0x638a9d22f29b9c3582d1703eb26ac1ae2af20e2b,0.00019,68,4.724181561819775,0.0,0.0,1.125,132,33,39,False
