address,balance,Days_held,Amount_Received(OP),Amount_Sold(OP),percentage_spent,TDR,Wallet_Age(Days),From_Count,To_Count,Past_participant
0xfe70e4fdd19489d1384e50cc2dbfe993f7b94589,0.00256,67,13.9912405037502,0.0,0.0,0.047,365,7,7,True
0x7987e928f2f90ad1e1663878d8023c3ead64eddd,0.00022,67,5.079270953760118,0.5,9.84,0.69,94,29,29,False
0x0256a5b03e1d19e6935d01a8bdfc651b32800905,0.00248,67,5.969828563040823,0.0,0.0,0.647,162,45,54,False
0x11c248f1f04ca5b0dc3c6281eafd3ca971215504,0.00996,67,3.0779039827099104,0.0,0.0,0.108,261,10,11,False
0x5d420f540aeb663384f52771b071fa1d90ea7dd7,0.00862,65,4.501959287671234,34.501959287671234,100.0,0.06,233,7,7,False
0x8870ac7d99dff95304c6cbd94704f6601cb0b9c1,0.00324,0,13.1856071864134,13.185845341361636,100.0,2.5,168,38,62,False
0xadd8a0b77b886d6603853f17901f766039fc5690,0.01304,42,254.33526011560696,254.33526011560696,100.0,0.048,67,1,1,False
0xad3449c18fe00914fa75a49762b5a423dce48782,0.00046,67,2.9266361010475936,0.0,0.0,0.568,95,27,27,False
0x90c9e3a68bbc86a011cfc80247aad087ca4afdb0,1.49213,67,249.18930957006208,0.0,0.0,0.016,320,0,4,True
0x1621df85e990a18f329340951eb14786cf3a1725,0.00039,67,3.1503231202101,0.0,0.0,1.077,145,40,44,False
0x05f2d98d89b26291bcfdcc7784bbe7dbcedcb9ce,0.00169,67,3.0144111825802096,0.0,0.0,1.417,115,32,36,False
0x35a41317232c0afae288fc89d9f6f95ce0be4148,0.00259,31,131.3282810061157,160.0,100.0,0.053,320,9,7,True
0xb8e31129e59ffd7d319b2100d6c826a2d3cdb40c,5e-05,67,2.862119057409044,0.0,0.0,0.81,130,26,25,False
0x6868b90ba68e48b3571928a7727201b9efe1d374,0.00782,67,14.412209897259975,0.0,0.0,0.02,320,2,3,True
0xd1844a562cec70434b7049bc207c6f3101685c1f,0.00407,67,3.863092684988643,0.0598,1.55,0.325,179,23,26,False
0x990a2cf2072d24c3663f4c9caf5ce7829b1a2d0a,0.00331,0,7.242527324937238,9.0,100.0,1.754,177,47,53,False
0x930fb93d51f93e07d58e7946748f5496890b15e3,0.00078,58,3.57057078025859,3.744539216009225,100.0,0.4,169,30,34,False
0x0e4cd97cfe5d2189c7b484ea85b25068bd099442,0.00087,67,3.266788157225081,0.0,0.0,1.295,111,26,31,False
0x50ad1864b7d1db5416a6def9fe3b45ceafb9ded5,0.00866,67,4.329046679374744,0.0,0.0,1.923,93,24,26,False
0x03142911da6456c041038e5b3964ea7b7bfb28af,0.00864,67,32.76332020489619,0.0,0.0,10.0,166,44,56,False
0x169d3225bed3d2daa074441f2cded1eee4ead69e,0.44925,67,12.294016071767858,0.0,0.0,0.024,362,3,4,True
0x8cf9b009fb4ea67b36648ac6cb819c36d17d8e22,0.00715,67,4.86414058344543,0.0,0.0,0.261,334,33,37,False
0xef3ccb35c0554680c32364ddf4264c3a3a3e95c2,0.00013,0,2.999046140508617,3.1271593029962954,100.0,0.391,161,27,25,False
0x794a15f93ced01f1b0be5b184344f0b811851bc0,1.04266,67,8.26557167526312,0.0,0.0,0.102,488,14,29,True
0xeaa19f343894584512307c19688b64250189b220,0.00587,3,3.235826345396859,3.3729727340905384,100.0,0.618,153,26,29,False
0xd3239e03c34e83c8329e89a426591e34db8053bf,0.03174,67,4.078904229888408,0.0,0.0,0.897,125,24,28,False
0x387a12fe38fb2877334dcb55ca3dd738e5714161,0.10998,67,12.970112272358143,0.0,0.0,5.556,256,28,72,False
0xf01fd57e997a5e9d513628781df5c1578dd521c1,2e-05,0,3.1398868838640874,3.1398868838640874,100.0,0.366,180,29,27,False
0x255139513078ec99cf053979aed5e4e9be4d52a1,0.0,67,3.370325251665639,0.0,0.0,1.655,96,23,25,False
0x074e78e7e78dd74ea2da22cd8a9617eefd20897c,0.01106,14,6.680581183610697,33.0,100.0,0.514,195,34,39,False
0x5e945d1926848240dc923083d3d4c947cf338f85,0.00013,67,4.915595044370842,0.0,0.0,1.5,99,23,25,False
0x330da697403eb8bf2d59331f86f83cc513b79bf9,0.00809,67,6.100460948249219,0.0,0.0,0.012,319,1,2,True
0x5d235ca22d8869b1fd1321b0c271850906a4fa25,0.13967,67,635.8052572989776,190.0,29.88,0.392,381,43,57,True
0x72e10cf39bb6b712569fe4fae3acc4484d36fc92,2e-05,0,5.506206333777056,5.510315926612672,100.0,0.656,119,30,33,False
0xa8f200d6c1a103049bf7fc1ad9e9dc689de2c2ce,0.00826,67,3.506424550955444,0.0,0.0,0.454,97,20,24,False
0x7937a9b81983107c272be5c454e334358ceff724,0.00634,11,218.2918973828632,264.291897,100.0,0.063,517,17,13,True
0x1e07b037553ba6f9e745935d6a4dc626f5bbadfb,4e-05,0,3.422363732113064,3.5418526568352338,100.0,0.495,130,25,26,False
0xb083d214a934f556580f850b8dbcfeccefe8ed8b,0.00192,67,19.409487024679475,0.0,0.0,0.025,264,0,5,True
0x0fb3bb95b0855276392f260de97c612a45685978,0.00256,67,7.10136353110049,0.0,0.0,0.543,307,45,55,False
0xd1e2ac8c7f49bc1d1dc09ed7b475f67cf646421f,0.00269,55,315.4907561954789,566.6,100.0,0.365,320,46,54,True
0x8674255690d583ff8b4f7cff6202943fbadb8e8a,0.02389,1,82.33955415420411,82.33955415420411,100.0,0.143,507,34,29,True
0x2fa2da68d887cbfb41e455f448d7c8afb25ecd41,0.00247,0,7.859341828373883,7.9,100.0,0.459,198,31,41,False
0xe2f2de377cbf5f0239257c1356816fcf23325e8c,0.00066,67,2.925706949386509,0.0,0.0,1.193,124,35,33,False
0x0b6973a73f540bd1f311a7a888b113f3d7604668,0.00925,67,2.8607458737929927,0.0,0.0,0.59,140,35,44,False
0xeb665bba0648c249e6e80d254610d8722cf16e06,0.02339,67,26.945607781980208,0.0,0.0,0.469,420,47,53,True
0x792b480a33ccb75e135e7364e664c94785b7ffb3,0.00603,47,4.470280044525029,4.470280044525029,100.0,0.032,335,5,5,False
